Customer_ID,Customer_Name,Contact_Name,Contact_Email,Contact_Phone,Industry,Region,Annual_Revenue,Total_Employees,Account_Manager,Last_Contact_Date,Lead_Source,Priority,Open_Tickets,Closed_Tickets,Customer_Satisfaction_Score,Potential_Opportunity_Value,Current_Contract_Value
CUST-02787,Inc Cruz and Sons,Jerome Jones,matthewbruce@bryant.com,-5641,Technology,United States,966201920.8,9793,Jerome Jones,8/14/2020 13:27,Cold Call,Low,10,34,1.87,486270.93,2029533.51
CUST-02788,"and Sons Barrett, Hart and Ward",Mr. Frank Gonzalez PhD,davidtorres@hotmail.com,-7451,Energy,United States,121520469,1796,Mr. Frank Gonzalez PhD,3/22/2020 10:12,Cold Call,Medium,19,40,4.05,941884.65,537065.79
CUST-02789,Group Clark LLC,David Vasquez,michelle11@gmail.com,-7554,Automotive,United States,977053095.6,9124,David Vasquez,3/8/2020 16:22,Trade Show,High,18,27,2.91,512723,5172644.54
CUST-02790,"Group Riley, Brown and Cunningham",Kathleen White,austinmiller@ramirez-stein.com,-5617,Magnetics,United States,964904525,3931,Kathleen White,10/19/2020 12:59,Online,Medium,3,3,3.51,906974.04,4528000.46
CUST-02791,"Inc Wolf, Lee and Wright",John Pearson MD,parkerroger@morgan-fuentes.com,-10961,Magnetics,United States,1156628.85,835,John Pearson MD,10/26/2020 16:53,Cold Call,Low,7,42,2.71,884948.5,2689301.98
CUST-02792,Group Brown-Allison,Roger Jackson,jonesandre@hall-arnold.com,-8309,Technology,United States,40999345.69,9000,Roger Jackson,10/15/2020 15:18,Online,High,9,21,4.97,589037.25,3524768.07
CUST-02793,PLC Meyer-Mckee,Joel Diaz,baileyrobert@johnson-wade.org,-3561,Energy,United States,309110252,6002,Joel Diaz,6/4/2020 12:14,Referral,Medium,6,20,3.87,761153.2,9331134.6
CUST-02794,Inc Smith LLC,Christopher Bennett,mwilliams@robertson-hamilton.org,-2626,Energy,United States,754844424.6,1681,Christopher Bennett,2/6/2020 16:52,Trade Show,Low,10,23,4.78,328437.59,3333843.65
CUST-02795,LLC Chavez Ltd,Miguel Gill,cclark@owens.com,-9608,Automotive,United States,254984584.8,2864,Miguel Gill,4/11/2020 10:07,Online,Low,7,39,4.27,655060.35,8909803.61
CUST-02796,Inc Hill PLC,Robert Beck,catherinepatterson@gmail.com,-10737,Energy,United States,969163253.5,6328,Michael Allen,9/1/2020 14:50,Trade Show,Medium,18,4,1.69,402449.01,6640327.01
CUST-02797,LLC Wright PLC,Diane Jones,john76@welch.com,-4084,Automotive,United States,126594689.9,77,Diane Jones,8/1/2020 13:14,Trade Show,High,7,1,2.72,964776.76,2842322.2
CUST-02798,"Group Underwood, Ortega and Douglas",Michael Robertson,matthew56@phillips.com,-2473,Manufacturing,United States,701495661.3,6795,Michael Robertson,1/7/2020 13:42,Referral,Low,2,36,4.67,318538.27,6705231.68
CUST-02799,Group Morrison-Herrera,Destiny Pratt,vgill@howard.com,-10339,Defense,United States,510156193.2,2813,Destiny Pratt,10/19/2020 13:56,Referral,High,9,7,3.5,821686.32,2884458.4
CUST-02800,"Group Smith, Smith and Owens",Stephen Donaldson,millerjamie@soto.info,-3893,Energy,United States,23787624.58,1470,Stephen Donaldson,6/5/2020 12:33,Trade Show,High,5,36,3.04,542002.73,7978636.59
CUST-02801,"Group Jackson, Macias and Soto",Jillian Glass,christopher23@lee.org,-8298,Magnetics,United States,333209024.1,5742,Jillian Glass,2/6/2020 13:24,Cold Call,High,12,17,2.19,297207.82,1154651.37
CUST-02802,and Sons Ryan Inc,Andrew Tanner,xcherry@ruiz.com,-4369,Defense,United States,458923823.3,901,Andrew Tanner,7/3/2020 9:19,Online,Low,10,6,4.53,80034.16,6180696.24
CUST-02803,LLC Mendoza-Daniels,Sara Johnson,aaron05@gmail.com,-2991,Manufacturing,United States,242979082.3,397,Sara Johnson,1/9/2020 11:31,Referral,Medium,6,25,3.77,187602.95,2939482.12
CUST-02804,Ltd Miller-Smith,Gina Bailey,badams@gmail.com,-4639,Technology,United States,350075127.2,1111,Gina Bailey,8/25/2020 14:29,Trade Show,High,4,9,1.49,244473.61,5287051.71
CUST-02805,and Sons Rodriguez Inc,Tracey Wood,shannon25@hotmail.com,-9947,Technology,United States,501408607.5,9294,Willie Barnes,10/13/2020 15:22,Trade Show,Medium,0,18,4.12,74952.96,6189276.45
CUST-02806,"Ltd Moss, Roberts and Wright",Teresa Black,amyball@moore.biz,-5176,Magnetics,United States,756395464.5,5964,Teresa Black,1/17/2020 14:28,Referral,Medium,16,37,1.91,502995.38,4018828.51
CUST-02807,"Ltd Patton, Gordon and Wilson",Michael Figueroa,meyersjoseph@hotmail.com,-7492,Automotive,United States,786376966.5,4634,Michael Figueroa,1/6/2020 9:58,Online,Low,18,37,4.98,790168.52,1228559.31
CUST-02808,and Sons Ward-Davis,Kenneth Bradford,robertsharp@thompson-george.com,-7402,Magnetics,United States,242717319,4355,Kenneth Bradford,8/28/2020 15:06,Cold Call,Medium,8,10,2.87,43767.72,9731303.04
CUST-02809,"Inc Hood, Davidson and Nichols",Andrew Barnett,michael00@baker.com,-3689,Defense,United States,128946504.7,2830,Andrew Barnett,9/24/2020 9:18,Online,High,0,38,4.08,677562.12,3098485.54
CUST-02810,"Inc Gordon, Clements and Davidson",Mr. Ryan Moran PhD,lisa75@hotmail.com,-2137,Defense,United States,123496282.9,1085,Mr. Ryan Moran PhD,10/12/2020 14:33,Trade Show,Medium,8,8,2.66,721478.71,486469.01
CUST-02811,Ltd Moore-Joseph,Nicole Foster MD,qfranco@fisher.com,-4332,Defense,United States,365380649.5,5338,Julie Reyes,3/22/2020 9:53,Referral,Low,0,10,3.57,172610.75,6059139.37
CUST-02812,"Group Jensen, Nolan and Jensen",Kristine Garrett,rebecca62@gmail.com,-3873,Defense,United States,499466311.5,6134,Kristine Garrett,6/20/2020 15:10,Referral,Low,16,22,1.52,671993.52,6041978.32
CUST-02813,LLC Henderson and Sons,Timothy Mata,vegamatthew@brown-reyes.com,-7013,Energy,United States,935931385.1,591,Timothy Mata,7/11/2020 9:57,Trade Show,High,11,5,3.01,322608.22,2542286.87
CUST-02814,Group Robbins Group,Kelli Shaffer,wagnermichael@johnson.com,-4038,Energy,United States,907259304.4,3408,Kelli Shaffer,4/30/2020 13:45,Referral,Medium,12,17,1.9,328823.09,4343333.71
CUST-02815,Inc Smith Inc,James Cisneros,cchase@shaw-reynolds.com,-5687,Magnetics,United States,723601902.8,6330,James Cisneros,5/22/2020 12:45,Referral,Medium,4,41,4.89,923650.62,4079138.12
CUST-02816,"Ltd Ryan, Figueroa and Franklin",Charles Mccoy,chenson@oconnor.com,-6226,Automotive,United States,964521971.5,6072,Charles Mccoy,11/6/2020 15:05,Referral,High,5,30,3.31,913506.6,6035159.71
CUST-02817,Group Garcia-Collins,Tammy Smith,amanda94@hotmail.com,-6314,Defense,United States,955229874.4,7934,Tammy Smith,4/7/2020 14:38,Cold Call,Medium,2,4,4.23,747102.39,2333606.11
CUST-02818,PLC Miller-Reynolds,Amber Bridges,barnespaul@deleon.net,-3461,Automotive,United States,258231265,3986,Amber Bridges,6/19/2020 13:51,Cold Call,Low,11,24,4.26,598440.56,1096600.29
CUST-02819,"Ltd Gomez, Howard and Bowman",Shane Price,uanderson@hartman-murphy.com,-9499,Technology,United States,505225165.2,7557,Shane Price,4/24/2020 15:28,Referral,High,15,43,3.39,539972.32,9192704.35
CUST-02820,and Sons Anderson PLC,Joseph Wood,hogeorge@yahoo.com,-5120,Technology,United States,739279599.1,7606,Joseph Wood,10/13/2020 9:00,Cold Call,Medium,6,47,3.77,559411.05,7806045.78
CUST-02821,LLC Vazquez-Dean,Dale Flores,smithscott@guzman.com,-4425,Manufacturing,United States,621257556.5,4666,Dale Flores,1/9/2020 11:57,Referral,Low,16,14,4.95,235906.49,1593031.17
CUST-02822,Inc Bush PLC,Michelle Moreno,rbarron@bean.com,-6245,Technology,United States,687744937.6,2991,Michelle Moreno,4/12/2020 15:42,Cold Call,High,5,6,2.87,298717.49,1214940.41
CUST-02823,and Sons Hill-Kennedy,Christine Cunningham,adamking@gmail.com,-7883,Technology,United States,284443964.8,2987,Christine Cunningham,6/19/2020 8:03,Trade Show,High,7,11,1.2,189908.34,9956706.92
CUST-02824,"Ltd Warren, Andrade and Rogers",Steven Cooper,smithroger@hotmail.com,-10687,Defense,United States,652114714,5567,Steven Cooper,3/17/2020 9:23,Cold Call,High,0,17,3.83,539237.26,615106.91
CUST-02825,and Sons Ferrell-Graham,Brian Bishop,angelamurphy@manning-smith.com,-6568,Automotive,United States,333222327.4,6227,Brian Bishop,5/25/2020 16:23,Online,Medium,14,19,2.91,919658.28,2811431.15
CUST-02826,LLC Stephens and Sons,Mr. Jon Torres,kayla35@yahoo.com,-5418,Manufacturing,United States,248503477.8,6895,Mr. Jon Torres,6/20/2020 10:22,Online,Low,9,45,1.79,349648.5,7810490.46
CUST-02827,Ltd Duran Group,Juan Montgomery,griffinsheila@gonzalez.biz,-4070,Energy,United States,186025852.8,6280,Juan Montgomery,4/6/2020 12:00,Trade Show,Medium,7,4,4.64,885620.49,4488146.87
CUST-02828,Inc Lin Group,Brandy Thompson,tarahowe@yahoo.com,-8512,Defense,United States,610761243.9,5847,Brandy Thompson,12/8/2020 14:59,Online,Low,8,7,4.6,850741.03,970853.59
CUST-02829,Inc King-Rodriguez,Marissa Cox,smithnicolas@yahoo.com,-9679,Automotive,United States,399237171.3,8797,Marissa Cox,7/14/2020 10:17,Trade Show,Medium,13,4,2.02,578266.87,5066554.97
CUST-02830,LLC Williamson-Graham,Andrea Medina,johnbennett@robinson.com,-5413,Automotive,United States,690689480.3,655,Andrea Medina,11/4/2020 13:51,Cold Call,Low,3,37,2.41,94296.37,5404807.98
CUST-02831,"PLC Berry, Gray and Hale",Dennis Kent,tylermitchell@washington.biz,-10187,Defense,United States,503790762,2673,Dennis Kent,11/18/2020 15:51,Online,High,15,40,3.92,808073.51,5651252.81
CUST-02832,"Ltd Lewis, Gibbs and Baker",Kelli Lee,bobbynewton@garrison-garcia.net,-10995,Automotive,United States,682559421.8,6359,Kelli Lee,6/19/2020 15:35,Referral,Low,17,26,1.12,568704.68,2994223.15
CUST-02833,PLC Foley PLC,Anna Moore,michele21@hotmail.com,-11060,Technology,United States,683252947.7,5359,Anna Moore,2/21/2020 10:24,Cold Call,Low,17,32,4.62,594599.19,7834517.98
CUST-02834,"PLC Goodwin, Patrick and Carey",Jessica Suarez,sherylflynn@yahoo.com,-4724,Magnetics,United States,594368690.4,4299,Jessica Suarez,12/22/2020 15:58,Trade Show,Medium,15,11,4.45,802844.76,2419706.96
CUST-02835,and Sons Lee Inc,Daniel Holloway,walternorris@harris-baker.com,-4343,Technology,United States,237608342.5,5405,Daniel Holloway,12/17/2020 12:47,Trade Show,Medium,3,35,2.93,148937.7,3621008.94
CUST-02836,"Inc Ball, Sweeney and Olsen",Larry Armstrong,michael85@nelson.com,-5735,Automotive,United States,548985637.5,3609,Larry Armstrong,12/4/2020 16:23,Online,High,15,23,3.31,332175.17,2443310.53
CUST-02837,and Sons Daniel Inc,Trevor Harris,tunderwood@gmail.com,-4303,Manufacturing,United States,969582237.1,9874,Trevor Harris,9/18/2020 13:07,Online,Low,10,6,2.78,200901.7,3971596.65
CUST-02838,"LLC Freeman, Owens and Ross",Donna Cordova,brewersara@anderson.com,-2568,Manufacturing,United States,154230779.2,9113,Donna Cordova,4/28/2020 11:36,Online,High,14,31,4.13,337991.96,8538782.57
CUST-02839,Inc Dominguez-Price,Colin Wilson,stacey04@khan.biz,-2951,Energy,United States,86752822.81,4257,Colin Wilson,6/14/2020 10:22,Referral,Low,16,18,4.1,777923.25,2084901.79
CUST-02840,Ltd Willis LLC,Jason Hancock,charrison@hoffman-ward.com,-4950,Manufacturing,United States,571141630.6,459,Jason Hancock,8/11/2020 16:32,Online,High,17,9,2.91,785144.81,2955199.2
CUST-02841,LLC Torres-Pace,Meredith Howard,baileytamara@hotmail.com,-9516,Magnetics,United States,230089104,8726,Meredith Howard,6/10/2020 11:07,Cold Call,High,4,47,3.47,406698.39,8486896.08
CUST-02842,"and Sons Reid, Clark and Perry",Micheal Young DVM,veleztheresa@gmail.com,-5091,Automotive,United States,829101411.1,2649,Micheal Young DVM,2/4/2020 9:59,Referral,Low,0,30,2.83,715479.39,5736191.43
CUST-02843,Group Garner Ltd,Timothy Hunter,mschmidt@hotmail.com,-4193,Automotive,United States,475277027.8,9167,Sarah Johnson,5/29/2020 11:32,Trade Show,Medium,19,32,2.64,308411.24,7669348.56
CUST-02844,"LLC Davis, Carpenter and Lewis",Stacey Neal,dgarcia@pugh-benton.info,-8348,Energy,United States,68592510.69,2704,Stacey Neal,5/8/2020 12:45,Referral,Low,2,1,3.34,909481.23,2133514.16
CUST-02845,LLC Fletcher-Marks,Beth Ramirez MD,thomasjennifer@williams.info,-6510,Manufacturing,United States,706248837.7,7073,Beth Ramirez MD,12/28/2020 13:27,Referral,Medium,3,8,1.48,724751.91,5639151.7
CUST-02846,Ltd Macdonald PLC,Brian Lowery,gomezsarah@yahoo.com,-7100,Manufacturing,United States,342253423.1,9939,Brian Lowery,8/3/2020 16:10,Referral,Medium,6,7,2.24,611910.83,6618759.37
CUST-02847,and Sons Good PLC,Ryan Calderon,tamimorrow@glass-roberts.com,-5383,Defense,United States,620003804,1356,Ryan Calderon,7/24/2020 10:12,Cold Call,Medium,1,33,1.78,332831.1,3389370.75
CUST-02848,"LLC Weiss, Morales and Gray",Devon Jordan,jrodriguez@gmail.com,-8727,Automotive,United States,221600105.6,77,Devon Jordan,2/24/2020 12:17,Referral,Low,13,40,2.69,645036.43,8502858.56
CUST-02849,LLC Chavez Inc,Kristina Parker,saraburns@robinson-shaffer.org,-3239,Magnetics,United States,596677812.7,7350,Kristina Parker,10/17/2020 8:01,Online,High,16,7,2.05,854308.2,9929468.05
CUST-02850,PLC Ramos-Fuller,Debra Hill,jodi80@yahoo.com,-10351,Defense,United States,886221958.5,9809,Debra Hill,11/22/2020 11:50,Online,High,1,8,2.59,574257.61,6679840.73
CUST-02851,"PLC Perry, Lloyd and Hall",Mr. Kevin Rangel Jr.,traci01@hotmail.com,-7136,Technology,United States,586836982.2,9363,Mr. Kevin Rangel Jr.,7/8/2020 13:53,Online,Low,18,7,4.09,798050.34,215830.76
CUST-02852,"Inc Henderson, Trujillo and Bradley",Robin Anthony,crystal30@yahoo.com,-9699,Manufacturing,United States,204318792.8,7894,Robin Anthony,11/19/2020 10:48,Cold Call,High,19,15,1.37,352680.88,106938.51
CUST-02853,LLC Thomas Ltd,Brent Morales,mdavis@garner.info,-8708,Manufacturing,United States,370213147.6,2535,Brent Morales,2/16/2020 16:09,Trade Show,Medium,6,34,4.19,421357.79,589880.26
CUST-02854,"PLC Edwards, Jones and Wilson",Kurt Lopez,travis54@yahoo.com,-5289,Technology,United States,182472712.3,9708,Kurt Lopez,5/26/2020 10:37,Trade Show,High,6,42,1.19,618707.7,7575949.74
CUST-02855,Ltd Carter LLC,Kimberly Stone,glenda62@king.info,-10818,Technology,United States,442270534.7,8284,Kimberly Stone,10/31/2020 12:46,Referral,High,15,21,1.61,666794.79,5681359.48
CUST-02856,and Sons Black-Brooks,Jessica Allen,danielyoung@lopez.com,-11368,Energy,United States,587299391.9,3438,Jessica Allen,11/9/2020 9:30,Cold Call,High,13,43,3.58,782448.46,6569640.07
CUST-02857,LLC Hunter-Allen,Malik Roberts,trogers@gmail.com,-3547,Automotive,United States,813631626.5,1472,Mary Patrick MD,10/8/2020 9:00,Online,High,10,41,3.2,47000.87,9355741.19
CUST-02858,"and Sons Gibbs, Walker and Mckee",Michael Reyes,longpatricia@shepherd.org,-10292,Magnetics,United States,538047166.8,2420,Michael Reyes,4/7/2020 15:36,Trade Show,Medium,16,0,4.53,922933.01,5698119.34
CUST-02859,"PLC Moore, Hopkins and Reyes",Troy Orozco,charlesperkins@yahoo.com,-9338,Manufacturing,United States,880609624.4,7386,Anthony Clay,5/29/2020 9:36,Trade Show,Low,3,25,2.13,388942.41,4992811.72
CUST-02860,"LLC Ellison, Cunningham and Williams",Mary Sparks,donald40@brooks.com,-2622,Technology,United States,90300828.35,9304,Mary Sparks,8/20/2020 9:20,Cold Call,High,16,20,3.4,28857.36,5158106.31
CUST-02861,"Ltd French, Johnson and Price",Christopher Knight,stevennelson@gmail.com,-3833,Defense,United States,310726411.4,8476,Christopher Knight,4/9/2020 9:58,Trade Show,Medium,9,49,4.22,739321.46,6104583.28
CUST-02862,Group Haas Group,Willie King,serranotimothy@jones.com,-3878,Automotive,United States,474860888.5,5123,Willie King,7/25/2020 12:03,Trade Show,High,15,49,4.7,395486.21,5116040.97
CUST-02863,PLC Woods-Morales,Jessica Kelley,alexanderball@hotmail.com,-4373,Magnetics,United States,969550949.8,2691,Jessica Kelley,11/2/2020 12:21,Cold Call,Low,12,3,1.23,610313.79,4650784.86
CUST-02864,Ltd Schmidt-Robinson,John White,watkinssamantha@yahoo.com,-4620,Magnetics,United States,939755965.9,5073,John White,11/10/2020 14:05,Online,Low,4,1,2.44,859304.62,7322112.09
CUST-02865,Ltd Jackson PLC,Allen Anderson,zjacobson@stewart.com,-5695,Manufacturing,United States,769571529.2,3607,Allen Anderson,8/25/2020 13:22,Trade Show,Medium,1,22,4.88,331451.08,5581153.74
CUST-02866,Ltd Harvey PLC,Erin Lee,dana15@hotmail.com,-6014,Automotive,United States,584216268,4636,Erin Lee,9/30/2020 13:59,Referral,High,11,47,4.87,27909.56,7503127.51
CUST-02867,Inc Thomas PLC,Timothy Smith,nicholas81@rivers.biz,-5767,Defense,United States,726279631.5,5565,Samantha Johnson,11/3/2020 11:20,Online,Low,14,7,4.72,682289.07,8064301.53
CUST-02868,Group Guerrero LLC,Michael Palmer,timothymiller@yahoo.com,-8566,Technology,United States,926794420.4,5487,Michael Palmer,4/9/2020 9:35,Referral,Medium,2,13,2.03,988085.68,2440752.14
CUST-02869,Ltd Scott LLC,Renee Randolph,rosewilliams@gmail.com,-4609,Technology,United States,734894808.4,9406,Renee Randolph,5/11/2020 11:47,Referral,Low,4,45,1.72,470733.92,1064707.54
CUST-02870,PLC Bender-Flynn,Wanda Miller,kathywhite@barton-foster.info,-3897,Technology,United States,895485748.1,5098,Wanda Miller,7/3/2020 11:40,Trade Show,High,4,0,3.51,236236.08,5756786.74
CUST-02871,"LLC Stevens, Williams and Daniels",Vanessa Munoz,mjohns@gmail.com,-2755,Magnetics,United States,404425264,5214,Vanessa Munoz,1/28/2020 16:10,Trade Show,High,8,48,3.73,236043.51,359925.02
CUST-02872,"LLC Berg, Fuller and Chapman",Paula Hicks,michelle72@gmail.com,-10445,Automotive,United States,386429618.6,7049,Paula Hicks,12/6/2020 11:06,Cold Call,High,18,30,4.56,738205.48,6629195.12
CUST-02873,and Sons House-Craig,Emily Erickson,amanda45@yahoo.com,-8672,Automotive,United States,617510821.4,76,Emily Erickson,11/6/2020 9:54,Cold Call,High,9,15,3.32,776860.29,7994844.46
CUST-02874,Group Edwards-Gonzalez,George Chambers,jhernandez@davis.biz,-3412,Technology,United States,295322693.2,4346,George Chambers,1/19/2020 13:57,Cold Call,Low,12,28,2.57,766437.33,4493922.83
CUST-02875,Inc Proctor-Barrera,Sandra Brown,virginiacarey@gmail.com,-5214,Manufacturing,United States,888260238.9,2501,Sandra Brown,12/24/2020 8:39,Referral,Medium,12,30,2.68,943435.47,1875091.04
CUST-02876,Ltd Reeves-Juarez,Christine Stevens,kimroberts@hotmail.com,-5137,Manufacturing,United States,190474227.4,3224,Christine Stevens,2/24/2020 16:43,Cold Call,Low,5,3,3.04,957281.04,6885584.04
CUST-02877,LLC Harris and Sons,Jose Ellis,benjaminyoung@hotmail.com,-4744,Magnetics,United States,277568243.2,6604,Jose Ellis,5/10/2020 8:37,Cold Call,Medium,5,48,1.87,28273.02,9584301.48
CUST-02878,LLC Perry PLC,William Henry,amclaughlin@hotmail.com,-2705,Automotive,United States,550783727.3,3310,William Henry,3/10/2020 9:08,Cold Call,High,0,16,2.46,995356.91,5156061.75
CUST-02879,"Inc Freeman, Green and Gordon",Michael Graham,michaelsmith@yahoo.com,-5624,Energy,United States,963839426.9,8947,Michael Graham,5/2/2020 14:10,Referral,Low,10,0,4.77,333074.26,1988057.46
CUST-02880,LLC Mckee-Lopez,Christina Gonzalez,gcunningham@yahoo.com,-6899,Magnetics,United States,159109750.4,6992,Christina Gonzalez,10/8/2020 10:59,Referral,Medium,15,38,4.19,374757.64,2589863.1
CUST-02881,"Group Gutierrez, Aguilar and Hatfield",Alejandro Lynn,richard90@yahoo.com,-11214,Defense,United States,989375259.5,8809,Alejandro Lynn,7/18/2020 10:14,Cold Call,Medium,14,15,5,518445.12,189991.25
CUST-02882,Ltd Butler-Curtis,Anna Davis,powersrichard@gmail.com,-4107,Technology,United States,105923873.3,5834,Anna Davis,11/1/2020 13:53,Referral,High,0,3,2.71,783352.64,2849816.33
CUST-02883,and Sons Garcia Inc,Ariel Lindsey,bmartin@pruitt-miller.biz,-7140,Technology,United States,160467875.8,2636,Ariel Lindsey,3/9/2020 16:00,Trade Show,Medium,14,16,2.32,863545.68,410599.27
CUST-02884,Group Guerra-Wright,Alexis Barron,kathleenrocha@gmail.com,-3035,Automotive,United States,652242963.3,4908,Alexis Barron,11/4/2020 15:48,Referral,Low,18,11,1.27,53428.37,8576940.89
CUST-02885,"Group Church, Bauer and Lynn",David Greer,goodwinstacey@yahoo.com,-6342,Defense,United States,697184666.6,7772,David Greer,2/25/2020 12:40,Cold Call,Medium,10,32,1.21,202885.27,996067.43
CUST-02886,LLC Ford Group,Donna Castro,michael77@obrien.com,-2819,Magnetics,United States,617694434.8,3326,Donna Castro,8/6/2020 15:30,Trade Show,High,3,27,3.56,239754.6,6888297.49
CUST-02887,"Group Parker, Duncan and Peters",Courtney Brown,nancy85@carroll-clark.org,-2640,Manufacturing,United States,308353687.4,5796,Courtney Brown,9/17/2020 13:02,Cold Call,High,3,49,3.54,744825.58,5732957.6
CUST-02888,Group Martinez and Sons,Robin Smith,charlesmarshall@howard.biz,-9507,Manufacturing,United States,854650092.9,1489,Robin Smith,11/15/2020 10:33,Cold Call,Medium,3,28,3.36,636045.85,3935083.13
CUST-02889,"Group Moore, Walker and Johnson",Paul Benjamin,qrussell@yahoo.com,-3974,Automotive,United States,972516653.6,6664,Paul Benjamin,6/26/2020 13:58,Trade Show,Medium,10,8,2.71,119000.58,9334294.34
CUST-02890,and Sons Smith-Henderson,Glen Anthony,burnscameron@carr.net,-3078,Manufacturing,United States,899444975.1,6459,Glen Anthony,11/12/2020 14:20,Trade Show,High,16,25,3.79,193133.61,5993153.61
CUST-02891,Inc Powers-Fischer,Scott Newton,ramseyteresa@sanchez-mcdaniel.com,-8657,Energy,United States,257188470.6,3326,Scott Newton,7/20/2020 15:17,Referral,Medium,13,0,3.03,807665.94,4903973.18
CUST-02892,PLC Adams PLC,Erin Rhodes,robertsrobert@hotmail.com,-5822,Automotive,United States,638592534,5540,Erin Rhodes,8/15/2020 15:12,Cold Call,Low,6,40,3.31,845567.53,4990209.12
CUST-02893,"Group Wilson, Logan and Chen",Bill Mcintosh,david57@castro.com,-5153,Defense,United States,431240619.5,8819,Bill Mcintosh,4/5/2020 11:45,Cold Call,Medium,6,35,1.77,185056.14,2274748.64
CUST-02894,PLC Bennett-Marsh,Larry Zavala,uross@hotmail.com,-8961,Energy,United States,404506574.9,377,Larry Zavala,7/20/2020 15:34,Referral,Low,19,28,1.74,636106.09,4657053.45
CUST-02895,Ltd Bryan-Edwards,Dawn Ramirez,mckinneysarah@miller.net,-10332,Manufacturing,United States,579405175,5728,Dawn Ramirez,11/14/2020 15:33,Referral,Low,4,24,3.04,673441.54,735989.39
CUST-02896,PLC Greer-Moody,Sue Cooley,emurphy@powell.org,-8925,Technology,United States,761662559.1,906,Sue Cooley,5/19/2020 8:39,Trade Show,Medium,8,16,4.57,716162.92,3195529.85
CUST-02897,Group Young and Sons,James Gordon,zallen@lewis.net,-5740,Magnetics,United States,810272037.1,990,James Gordon,2/8/2020 14:34,Trade Show,Medium,18,24,2.79,942458.45,9623138.29
CUST-02898,"and Sons Lawrence, Adams and Calhoun",Michael Thompson,grantbryant@rogers-king.com,-10973,Technology,United States,984174326.6,8219,Michael Thompson,10/16/2020 12:03,Referral,Low,4,2,4.87,983690.53,8089249.85
CUST-02899,Inc Walsh-Chavez,Dillon Richard,felicia22@hotmail.com,-7742,Defense,United States,247339531.4,3722,Dillon Richard,5/6/2020 15:50,Cold Call,High,14,6,2.67,372542.14,3981474.01
CUST-02900,Group Lynch Group,Cynthia Reynolds,michaelballard@weeks.com,-2143,Automotive,United States,177164525.8,5079,Cynthia Reynolds,1/27/2020 9:13,Cold Call,Medium,3,28,1.11,151431.81,2937032.07
CUST-02901,"Inc Austin, Rose and Buchanan",Crystal Alvarez,william14@yahoo.com,-6591,Technology,United States,113366569,1276,Crystal Alvarez,3/10/2020 11:18,Referral,Low,3,19,2.24,650553,4553585.26
CUST-02902,"PLC Wiggins, Ayala and Cooper",Rodney Barber,frodriguez@riggs.org,-5458,Defense,United States,964786493,8214,Rodney Barber,1/15/2020 11:43,Referral,Low,5,23,4.9,98440.32,7619391.74
CUST-02903,PLC Davis Inc,Julie Martin,emontoya@simon.com,-5894,Energy,United States,786290481.7,2633,Julie Martin,3/31/2020 8:48,Cold Call,Low,19,37,4.87,732283.18,5187165.65
CUST-02904,Inc Lopez and Sons,Lance Schmidt,emilygray@perez.org,-8801,Automotive,United States,462133781,5236,Lance Schmidt,12/23/2020 11:48,Cold Call,Medium,4,49,4.91,138863.79,2439602.39
CUST-02905,Group Novak Ltd,David Smith,huntstephanie@gmail.com,-5950,Automotive,United States,693060865.5,7301,David Smith,7/27/2020 16:41,Cold Call,Low,13,22,2.92,788485.95,723250.01
CUST-02906,and Sons Grant LLC,Jacob Roberts,jeremy98@young.com,-4101,Defense,United States,188555096.4,3230,Jacob Roberts,12/24/2020 14:47,Cold Call,High,8,43,2.83,941992.2,7188698.8
CUST-02907,LLC Robinson-Brown,Dustin Williamson,johnsonaustin@mcdaniel.com,-5186,Magnetics,United States,236868053.9,2940,Dustin Williamson,6/8/2020 13:52,Referral,Low,15,39,4.44,957193.14,4308052.54
CUST-02908,"LLC Bishop, Quinn and Martinez",Dawn Cruz,landerson@gmail.com,-5854,Manufacturing,United States,184415240.3,8070,Dawn Cruz,6/23/2020 11:34,Referral,Medium,13,40,3.77,319468.66,9021359.18
CUST-02909,"and Sons Edwards, Morgan and Robertson",Dr. Sharon Nelson,smorrow@hotmail.com,-8203,Manufacturing,United States,518178277.9,9921,Dr. Sharon Nelson,4/1/2020 12:59,Online,Medium,8,40,2.77,262671.64,7694869.21
CUST-02910,LLC Smith-Miller,Heather Mcmillan,ohooper@yahoo.com,-8276,Defense,United States,658739131.9,5590,Heather Mcmillan,12/11/2020 13:49,Trade Show,Medium,13,6,3.59,952519.6,8808436.27
CUST-02911,Group Neal Ltd,Holly Harrington DDS,harrisonjoshua@yahoo.com,-8967,Defense,United States,438752531,221,Stacie Ballard,2/1/2020 11:51,Cold Call,Low,12,32,3.32,198287.24,3290328.28
CUST-02912,PLC Oliver-Kennedy,Nicole Scott,angelabishop@gmail.com,-10093,Magnetics,United States,476782449.3,5292,Nicole Scott,1/23/2020 15:01,Referral,High,16,34,2.24,838602.32,8686567.78
CUST-02913,Inc Brown-Brown,Hunter Miller,rodriguezdanielle@conley.com,-3413,Technology,United States,267732036,2131,Hunter Miller,9/22/2020 16:25,Referral,Low,17,40,2.96,368529.34,183085.42
